time,exp
0.055027507,-1.561216116
0.105052501,-0.729964495
0.155077487,-0.116803169
0.205102473,0.238334805
0.25512749,0.406385958
0.305152476,0.490932345
0.355177462,0.589359879
0.405202448,0.748793483
0.455227435,0.947787046
0.505252481,1.128970861
0.555277467,1.247438192
0.605302453,1.290882349
0.655327439,1.2656672
0.705352426,1.185812473
0.755377412,1.068590403
0.805402398,0.924322963
0.855427384,0.767594337
0.905452371,0.612108469
0.955477357,0.470559359
1.005502462,0.350993156
1.055527449,0.251924098
1.105552435,0.165229768
1.155577421,0.080890432
1.205602407,-0.004965152
1.255627394,-0.081973702
1.30565238,-0.125325799
1.355677366,-0.109103501
1.405702353,-0.037644446
1.455727339,0.054756366
1.505752325,0.140747309
1.555777311,0.209387004
1.605802298,0.260432184
1.655827284,0.298345268
1.70585227,0.327385604
1.755877256,0.349825442
1.805902243,0.366790652
1.855927229,0.377021015
1.905952215,0.378980935
1.955977201,0.371500611
2.006002426,0.354186654
2.056027412,0.326422572
2.106052399,0.287826002
2.156077385,0.238621503
2.206102371,0.179161727
2.256127357,0.110939309
2.306152344,0.039366193
2.35617733,-0.021079268
2.406202316,-0.045993641
2.456227303,-0.02354005
2.506252289,0.028095502
2.556277275,0.083474055
2.606302261,0.130391687
2.656327248,0.165454179
2.706352234,0.189565808
2.75637722,0.204710364
2.806402206,0.213135481
2.856427193,0.217207074
2.906452179,0.21876815
2.956477165,0.218540579
3.006502151,0.215595156
3.056527138,0.20878312
3.106552124,0.197410583
3.15657711,0.181471497
3.206602097,0.162317932
3.256627083,0.14197588
3.306652069,0.123210996
3.356677055,0.107910082
3.406702042,0.09577325
3.456727028,0.08429569
3.506752014,0.070059091
3.556777,0.050848134
3.606801987,0.028801057
3.656826973,0.014427762
3.706851959,0.024962593
3.756876945,0.064251304
3.806901932,0.114506796
3.856926918,0.159008235
3.906951904,0.191480666
3.956976891,0.210859299
4.007002831,0.217524797
4.057032585,0.213823795
4.10706234,0.201957613
4.157092094,0.185448676
4.207121849,0.167721361
4.257151604,0.15191102
4.307181358,0.138607442
4.357211113,0.125836551
4.407240868,0.110629171
4.457270622,0.090221971
4.507300377,0.063266993
4.557330132,0.031181332
4.607359886,0.000619015
4.657389641,-0.015584616
4.707419395,-0.009142136
4.75744915,0.011454776
4.807478905,0.033115789
4.857508659,0.049761832
4.907538414,0.062181309
4.957568169,0.074332803
5.007597923,0.090729639
5.057627678,0.111770287
5.107657433,0.134198278
5.157687187,0.153758764
5.207716942,0.167241573
5.257746696,0.173816979
5.307776451,0.173400223
5.357806206,0.166436404
5.40783596,0.153903425
5.457865715,0.136784196
5.50789547,0.116284341
5.557925224,0.094009057
5.607954979,0.072120935
5.657984734,0.052460708
5.708014488,0.036098316
5.758044243,0.023255158
5.808073997,0.01364325
5.858103752,0.007857477
5.908133507,0.007765686
5.958163261,0.014773255
6.008193016,0.02819125
6.058222771,0.045226872
6.108252525,0.062614024
6.15828228,0.078328595
6.208312035,0.091229975
6.258341789,0.10118039
6.308371544,0.108227342
6.358401299,0.112960696
6.408431053,0.1159271
6.458460808,0.117329091
6.508490562,0.117201075
6.558520317,0.1158472
6.608550072,0.112846568
6.658579826,0.107965857
6.708609581,0.100631833
6.758639336,0.090146914
6.80866909,0.075787783
6.858698845,0.057051085
6.9087286,0.034170449
6.958758354,0.011114476
7.008788109,-0.000971954
7.058817863,0.008931886
7.108847618,0.033979028
7.158877373,0.060344145
7.208907127,0.081620917
7.258936882,0.096325994
7.308966637,0.104802966
7.358996391,0.108018771
7.409026146,0.107577667
7.459055901,0.105355307
7.509085655,0.102814615
7.55911541,0.100854665
7.609145164,0.099068403
7.659174919,0.096472457
7.709204674,0.091886401
7.759234428,0.084587291
7.809264183,0.074764282
7.859293938,0.063622266
7.909323692,0.053590357
7.959353447,0.047335699
8.009382248,0.045783252
8.059412003,0.046928234
8.109441757,0.047318995
8.159471512,0.044454418
8.209501266,0.038205087
8.259531021,0.032194331
8.309560776,0.03454227
8.35959053,0.049966432
8.409620285,0.072168425
8.45965004,0.092904866
8.509679794,0.108232439
8.559709549,0.117184401
8.609739304,0.120129883
8.659769058,0.117835045
8.709798813,0.111582413
8.759828568,0.102640316
8.809858322,0.092777714
8.859888077,0.083784059
8.909917831,0.076330215
8.959947586,0.069818735
9.009977341,0.062744036
9.060007095,0.053422257
9.11003685,0.040678076
9.160066605,0.024400398
9.210096359,0.007370699
9.260126114,-0.003248791
9.310155869,-0.000211738
9.360185623,0.013042701
9.410215378,0.027885891
9.460245132,0.040083714
9.510274887,0.049313404
9.560304642,0.056961551
9.610334396,0.064845994
9.660364151,0.073663816
9.710393906,0.082790837
9.76042366,0.090903386
9.810453415,0.097037852
9.86048317,0.100447208
9.910512924,0.100962684
9.960542679,0.098578691
