TMIN,TMAX,TH1,W1,TH2,W2,NSTEPS,NBITS,EXP

0.0,10.0,11.45,0,16.25,0,2000,0.00428771972656250000000000000000
0.0,10.0,11.45,0,16.25,0,2000,0.00428771972656250000000000000000
0.0,10.0,11.45,0,16.25,0,2000,0.09430025517940521240234375000000
0.0,10.0,11.45,0,16.25,0,2000,0.09462124209919496597986920960466
0.0,10.0,11.45,0,16.25,0,2000,0.09462127227017505325763410684026
0.0,10.0,11.45,0,16.25,0,2000,0.09462127198576720142071866162155
0.0,10.0,11.45,0,16.25,0,2000,-0.00654625205605193806468466988235
0.0,10.0,11.45,0,16.25,0,2000,0.09455731116164202421092710437733
0.0,10.0,11.45,0,16.25,0,2000,0.09462124209919496597986920960466
0.0,10.0,11.45,0,16.25,0,2000,0.09462127227017774755424284194305
0.0,10.0,11.45,0,16.25,0,2000,0.09462127198576719688816183406743
0.0,10.0,11.45,0,16.25,0,2000,-0.00596694665922985634926023479352
0.0,10.0,11.45,0,16.25,0,2000,0.09398774193136053001218499503011
0.0,10.0,11.45,0,16.25,0,2000,0.09403277494644173006843601569926
0.0,10.0,11.45,0,16.25,0,2000,0.09403280596357267706597582446193
0.0,10.0,11.45,0,16.25,0,2000,0.09403280568791104465642405330073
0.0,10.0,11.45,0,16.25,0,10000,0.12618025542020347429250648474408
0.0,10.0,11.45,0,16.25,0,10000,0.08301408568559630329897203182554
0.0,10.0,11.45,0,16.25,0,10000,0.08236317027838199744671499047399
0.0,10.0,11.45,0,16.25,0,10000,0.08236322946749413675959772263013
0.0,10.0,11.45,0,16.25,0,10000,0.08236322811504306895535876265058
0.0,10.0,11.45,0,16.25,0,10000,0.12618025542020347429250648474408
0.0,10.0,11.45,0,16.25,0,10000,0.08301408568559630329897203182554
0.0,10.0,11.45,0,16.25,0,10000,0.08236317027838199744671499047399
0.0,10.0,11.45,0,16.25,0,10000,0.08236322946749413675959772263013
0.0,10.0,11.45,0,16.25,0,10000,0.08236322811504306895535876265058
0.0,10.0,11.45,0,16.25,0,10000,0.12618025542020347429250648474408
0.0,10.0,11.45,0,16.25,0,10000,0.08301408568559630329897203182554
0.0,10.0,11.45,0,16.25,0,10000,0.08236317027838199744671499047399
0.0,10.0,11.45,0,16.25,0,10000,0.08236322946749413675959772263013
0.0,10.0,11.45,0,16.25,0,10000,0.08236322811504306895535876265058
