0.0,20.0,180.45,0,16.25,0,8000,2.60671805266399969625013000040781
0.0,20.0,180.45,0,16.25,0,8000,2.77473577335640397834026771306526
0.0,20.0,180.45,0,16.25,0,8000,1.27611000567732935095932589320000
0.0,20.0,180.45,0,16.25,0,8000,1.27616553517376440929353975661797
0.0,20.0,180.45,0,16.25,0,8000,1.27616338706813237102721814153483
0.0,20.0,180.45,0,16.25,0,4000,2.72011731953839230868652521166950
0.0,20.0,180.45,0,16.25,0,4000,1.29624559016557516777368164184736
0.0,20.0,180.45,0,16.25,0,4000,1.19813190380058687267705863632727
0.0,20.0,180.45,0,16.25,0,4000,1.19813775703739389122404190857196
0.0,20.0,180.45,0,16.25,0,4000,1.19813784194241423897153708821861
0.0,10.0,180.45,0,16.25,0,4000,2.21526186855088624838572286535054
0.0,10.0,180.45,0,16.25,0,4000,1.30008313497230365562984388816403
0.0,10.0,180.45,0,16.25,0,4000,1.16858313014650239125558073283173
0.0,10.0,180.45,0,16.25,0,4000,1.16858714496029558738143805385334
0.0,10.0,180.45,0,16.25,0,4000,1.16858750759538621011301984253805
