time,x1,y1,x2,y2
0.00000000000000000000000000000000,-0.00000008742277657347585773095489,1.00000000000000000000000000000000,-0.17364826798439025878906250000000,0.01519227027893066406250000000000
0.00500083342194557189941406250000,-0.00409014662727713584899902343750,0.99999165534973144531250000000000,-0.17369258403778076171875000000000,0.01447910070419311523437500000000
0.01000166684389114379882812500000,-0.00820111762732267379760742187500,0.99996638298034667968750000000000,-0.17364045977592468261718750000000,0.01374644041061401367187500000000
0.01500250026583671569824218750000,-0.01233340613543987274169921875000,0.99992394447326660156250000000000,-0.17349186539649963378906250000000,0.01299542188644409179687500000000
0.02000333368778228759765625000000,-0.01648741587996482849121093750000,0.99986410140991210937500000000000,-0.17324686050415039062500000000000,0.01222729682922363281250000000000
0.02500416710972785949707031250000,-0.02066330797970294952392578125000,0.99978649616241455078125000000000,-0.17290529608726501464843750000000,0.01144325733184814453125000000000
0.03000500053167343139648437500000,-0.02486148476600646972656250000000,0.99969089031219482421875000000000,-0.17246733605861663818359375000000,0.01064461469650268554687500000000
0.03500583395361900329589843750000,-0.02908233739435672760009765625000,0.99957704544067382812500000000000,-0.17193315923213958740234375000000,0.00983279943466186523437500000000
0.04000666737556457519531250000000,-0.03332626447081565856933593750000,0.99944454431533813476562500000000,-0.17130307853221893310546875000000,0.00900906324386596679687500000000
0.04500750079751014709472656250000,-0.03759365156292915344238281250000,0.99929308891296386718750000000000,-0.17057737708091735839843750000000,0.00817489624023437500000000000000
0.05000833421945571899414062500000,-0.04188464954495429992675781250000,0.99912244081497192382812500000000,-0.16975624859333038330078125000000,0.00733172893524169921875000000000
0.05500916764140129089355468750000,-0.04619988426566123962402343750000,0.99893224239349365234375000000000,-0.16884033381938934326171875000000,0.00648105144500732421875000000000
0.06001000106334686279296875000000,-0.05053902417421340942382812500000,0.99872207641601562500000000000000,-0.16782948374748229980468750000000,0.00562441349029541015625000000000
0.06501083076000213623046875000000,-0.05490291491150856018066406250000,0.99849170446395874023437500000000,-0.16672474145889282226562500000000,0.00476342439651489257812500000000
0.07001166045665740966796875000000,-0.05929146334528923034667968750000,0.99824070930480957031250000000000,-0.16552627086639404296875000000000,0.00389963388442993164062500000000
0.07501249015331268310546875000000,-0.06370504200458526611328125000000,0.99796879291534423828125000000000,-0.16423481702804565429687500000000,0.00303477048873901367187500000000
0.08001331984996795654296875000000,-0.06814377009868621826171875000000,0.99767553806304931640625000000000,-0.16285091638565063476562500000000,0.00217038393020629882812500000000
0.08501414954662322998046875000000,-0.07260803133249282836914062500000,0.99736052751541137695312500000000,-0.16137544810771942138671875000000,0.00130814313888549804687500000000
0.09001497924327850341796875000000,-0.07709769159555435180664062500000,0.99702352285385131835937500000000,-0.15980888903141021728515625000000,0.00044995546340942382812500000000
0.09501580893993377685546875000000,-0.08161311596632003784179687500000,0.99666410684585571289062500000000,-0.15815226733684539794921875000000,-0.00040245056152343750000000000000
0.10001663863658905029296875000000,-0.08615466207265853881835937500000,0.99628180265426635742187500000000,-0.15640668570995330810546875000000,-0.00124746561050415039062500000000
0.10501746833324432373046875000000,-0.09072242677211761474609375000000,0.99587619304656982421875000000000,-0.15457308292388916015625000000000,-0.00208330154418945312500000000000
0.11001829802989959716796875000000,-0.09531676769256591796875000000000,0.99544697999954223632812500000000,-0.15265272557735443115234375000000,-0.00290793180465698242187500000000
0.11501912772655487060546875000000,-0.09993755072355270385742187500000,0.99499368667602539062500000000000,-0.15064652264118194580078125000000,-0.00371980667114257812500000000000
0.12001995742321014404296875000000,-0.10458486527204513549804687500000,0.99451595544815063476562500000000,-0.14855563640594482421875000000000,-0.00451683998107910156250000000000
0.12502078711986541748046875000000,-0.10925905406475067138671875000000,0.99401330947875976562500000000000,-0.14638164639472961425781250000000,-0.00529742240905761718750000000000
0.13002161681652069091796875000000,-0.11396019160747528076171875000000,0.99348533153533935546875000000000,-0.14412589371204376220703125000000,-0.00605958700180053710937500000000
0.13502244651317596435546875000000,-0.11868860572576522827148437500000,0.99293154478073120117187500000000,-0.14179010689258575439453125000000,-0.00680160522460937500000000000000
0.14002327620983123779296875000000,-0.12344414740800857543945312500000,0.99235153198242187500000000000000,-0.13937561213970184326171875000000,-0.00752156972885131835937500000000
0.14502410590648651123046875000000,-0.12822711467742919921875000000000,0.99174481630325317382812500000000,-0.13688430190086364746093750000000,-0.00821769237518310546875000000000
0.15002493560314178466796875000000,-0.13303759694099426269531250000000,0.99111098051071166992187500000000,-0.13431796431541442871093750000000,-0.00888818502426147460937500000000
0.15502576529979705810546875000000,-0.13787539303302764892578125000000,0.99044960737228393554687500000000,-0.13167816400527954101562500000000,-0.00953119993209838867187500000000
0.16002659499645233154296875000000,-0.14274083077907562255859375000000,0.98976010084152221679687500000000,-0.12896712124347686767578125000000,-0.01014500856399536132812500000000
0.16502742469310760498046875000000,-0.14763417840003967285156250000000,0.98904204368591308593750000000000,-0.12618710100650787353515625000000,-0.01072794198989868164062500000000
0.17002825438976287841796875000000,-0.15255548059940338134765625000000,0.98829489946365356445312500000000,-0.12334021925926208496093750000000,-0.01127827167510986328125000000000
0.17502908408641815185546875000000,-0.15750455856323242187500000000000,0.98751825094223022460937500000000,-0.12042851746082305908203125000000,-0.01179420948028564453125000000000
0.18002991378307342529296875000000,-0.16248191893100738525390625000000,0.98671150207519531250000000000000,-0.11745478212833404541015625000000,-0.01227426528930664062500000000000
