time,lexp
0.05500550055005500550554093340538,2.16610200830357735313214107009117
0.10501050105010501051027013361128,2.13765860246419636681025622237939
0.15501550155015501551161120202815,2.17920137728790930253808255656622
0.20502050205020502051972853402306,2.24024474656614280831945507088676
0.25502550255025502551429333886190,2.30677423702597295118721376638860
0.30503050305030503052241067085681,2.37134744712186362747274870343972
0.35503550355035503553052800285172,2.42975072437392913826670337584801
0.40504050405040504053864533484663,2.48034406800249884739173467096407
0.45504550455045504554676266684154,2.52343080833385657868461748876143
0.50505050505050505050066989021218,2.56046941783941228720777871785685
0.55505550555055505523773667908571,2.59338647902259200606067679473199
0.60506050605060505997480346795925,2.62408998724456887785549952241126
0.65506550655065506471187025683278,2.65409661072683888960455078631639
0.70507050705070506944893704570632,2.68410770592858849425965672708116
0.75507550755075507418600383457985,2.71340625783407451976358970568981
0.80508050805080507892307062345338,2.73924054391739213443202061171178
0.85508550855085508366013741232692,2.75711428705209549150367820402607
0.90509050905090508839720420120045,2.76326942627199345636768157419283
0.95509550955095509313427099007399,2.75820444789041108180072114919312
1.00510051005100509797975799619607,2.74702333757403049929735061596148
1.05510551055105510325892587131236,2.73589119073616027222328739298973
1.10511051105110510853809374642864,2.72883012714343520244142382580321
1.15511551155115511381726162154493,2.72711362373819410365172188903671
1.20512051205120511909642949666122,2.73006403739395464569383875641506
1.25512551255125512437559737177750,2.73583043452748020385456584335770
1.30513051305130512965476524689379,2.74173022388624643141952219593804
1.35513551355135513493393312201007,2.74430185040490570713700435589999
1.40514051405140514021310099712636,2.73934947186447574907219859596808
1.45514551455145514549226887224265,2.72223617757740754541373462416232
1.50515051505150515077143674735893,2.68856830803819057962300576036796
1.55515551555155515605060462247522,2.63525897024136712687436556734610
1.60516051605160516132977249759151,2.56207321856462977294199845346157
1.65516551655165516660894037270779,2.47451440980111669887264724820852
1.70517051705170517188810824782408,2.38892826629859378329001629026607
1.75517551755175517716727612294036,2.33295891643362462986033278866671
1.80518051805180518244644399805665,2.32349349279034145254740906239022
1.85518551855185518772561187317294,2.34775442636338382840222038794309
1.90519051905190519300477974828922,2.39705826792480802822637997451238
1.95519551955195519828394762340551,2.53316148432005761037544289138168
2.00520052005200520345469528127325,2.76655330906883234476367761089932
2.05520552055205520873386315638953,2.91842659107436164234172792930622
2.10521052105210521401303103150582,2.77172769502206239877750704181381
2.15521552155215521929219890662210,2.84760386443699387015726642857771
2.20522052205220522457136678173839,2.41481026506238238837909193534870
2.25522552255225522985053465685468,2.09354689369166191426074874470942
2.30523052305230523512970253197096,1.99648204284627905913396261894377
2.35523552355235524040887040708725,1.92878293485080942737397435848834
2.40524052405240524568803828220354,1.90812078810710117338089730765205
2.45524552455245525096720615731982,1.91191328376579350312169935932616
2.50525052505250525624637403243611,1.90998562995361420568940502562327
2.55525552555255526152554190755239,1.88353298134741664604518973646918
2.60526052605260526680470978266868,1.82762780337621144610693590948358
2.65526552655265527208387765778497,1.75378549691410734467922338808421
2.70527052705270527736304553290125,1.68127659396632256338932620565174
2.75527552755275528264221340801754,1.62457665894637659498300763516454
2.80528052805280528792138128313383,1.58835760390514058038036182551878
2.85528552855285529320054915825011,1.57009460964446367903235568519449
2.90529052905290529847971703336640,1.56527072049909055095895382692106
2.95529552955295530375888490848268,1.57004975721125505927489030000288
3.00530053005300530903805278359897,1.58166949371921883304992206831230
3.05530553055305531431722065871526,1.59816096327701773205376412079204
3.10531053105310531959638853383154,1.61804771461548457800461164879380
3.15531553155315532487555640894783,1.64008754939707435127616008685436
3.20532053205320533015472428406412,1.66296265341578930474497610703111
3.25532553255325533543389215918040,1.68481451400155513020706621318823
3.30533053305330534071306003429669,1.70267514619487769778061192482710
3.35533553355335534599222790941297,1.71247809341631618273993353795959
3.40534053405340535127139578452926,1.71089876834952825390701036667451
3.45534553455345535655056365964555,1.69752292799112813881379224767443
3.50535053505350536182973153476183,1.67509990390800478365918024792336
3.55535553555355536710889940987812,1.65119067724220514037369866855443
3.60536053605360537238806728499441,1.63848417159869330639310192054836
3.65536553655365537766723516011069,1.64723734297284352123824646696448
3.70537053705370538294640303522698,1.67847279555774231418752151512308
3.75537553755375538822557091034327,1.73883218806005235279599219211377
3.80538053805380539350473878545955,1.84307550349600135497496466996381
3.85538553855385539878390666057584,1.97276575617927463213163719046861
3.90539053905390540406307453569212,2.03665787463474101670612981251907
3.95539553955395540934224241080841,1.96901023051834500598999966314295
4.00540054005400541440456985142760,1.79591979925423084196722811611835
4.05540554055405541751533338157287,1.61681688638031051397092596744187
4.10541054105410542062609691171815,1.58499995724832132282244856469333
4.15541554155415542373686044186343,1.60256919736428438127973095106427
4.20542054205420542684762397200871,1.59564966547680553432542183145415
4.25542554255425542995838750215398,1.59502071209627827030885782733094
4.30543054305430543306915103229926,1.59957048873281726386608170287218
4.35543554355435543617991456244454,1.60529013435785006258527118916390
4.40544054405440543929067809258981,1.60983453965562772758346454793354
4.45544554455445544240144162273509,1.61219140671355276595022587571293
4.50545054505450544551220515288037,1.61201370719465120195934559887974
4.55545554555455544862296868302565,1.60925617790736197321166400797665
4.60546054605460545173373221317092,1.60405716648759710807325973291881
4.65546554655465545484449574331620,1.59674927505037222985606604197528
4.70547054705470545795525927346148,1.58791404723557105782560938678216
4.75547554755475546106602280360676,1.57842810825541368657809471187647
4.80548054805480546417678633375203,1.56946813019385156273699521989329
4.85548554855485546728754986389731,1.56245484805559020635712386138039
4.90549054905490547039831339404259,1.55893195666088724138376164773945
4.95549554955495547350907692418787,1.56038726403795791064510467549553
5.00550055005500547661984045433314,1.56801029986088624745832476037322
5.05550555055505547973060398447842,1.58237345699393539000254804705037
5.10551055105510548284136751462370,1.60311558548421673187078795308480
5.15551555155515548595213104476898,1.62884372972201507678846610360779
5.20552055205520548906289457491425,1.65739955417413042937369027640671
5.25552555255525549217365810505953,1.68640782696279178942688758979784
5.30553055305530549528442163520481,1.71407198802664795245220830111066
5.35553555355535549839518516535009,1.74063643162704839717491722694831
5.40554055405540550150594869549536,1.77107775431411051947350188129349
5.45554555455545550461671222564064,1.81857371700861980556851449364331
5.50555055505550550772747575578592,1.91697577757235060325058384478325
5.55555555555555551083823928593119,1.99005159473286119542478900257265
5.60556055605560551394900281607647,2.04999675591359498127985716564581
5.65556555655565551705976634622175,1.77396535569182312030989123741165
5.70557055705570552017052987636703,2.01600118886137158469296082330402
5.75557555755575552328129340651230,1.90576339076694556418090087390738
5.80558055805580552639205693665758,1.83311378309865813385215460584732
5.85558555855585552950282046680286,1.77393768813100782821834400238004
5.90559055905590553261358399694814,1.74536794008144768852730521757621
5.95559555955595553572434752709341,1.72509098296196161648197175964015
6.00560056005600553883511105723869,1.70864829004713336679799340345198
6.05560556055605554194587458738397,1.69587560512642343546474421600578
6.10561056105610554505663811752925,1.68537652748549726666738024505321
6.15561556155615554816740164767452,1.67307814928001419296776930423221
6.20562056205620555127816517781980,1.65485004412613290192268777900608
6.25562556255625555438892870796508,1.63204216792070022634675297013018
6.30563056305630555749969223811036,1.61032754648760012550212650239700
6.35563556355635556061045576825563,1.59358880932439750388596166885691
6.40564056405640556372121929840091,1.58260949007539220012574787688209
6.45564556455645556683198282854619,1.57656238706850748698684583359864
6.50565056505650556994274635869147,1.57424078546062196082289119658526
6.55565556555655557305350988883674,1.57456065670485356733365733816754
6.60566056605660557616427341898202,1.57663957315345526488670202525100
6.65566556655665557927503694912730,1.57972424171418657223853188042995
6.70567056705670558238580047927258,1.58306971989121292310187527618837
6.75567556755675558549656400941785,1.58577876415435192747338533081347
6.80568056805680558860732753956313,1.58659589003648937577395372500177
6.85568556855685559171809106970841,1.58382537675579193603425665060058
6.90569056905690559482885459985368,1.57639597875035963880918643553741
6.95569556955695559793961812999896,1.56718966056058728320010686729802
7.00570057005700560105038166014424,1.56117800132563400161700428725453
7.05570557055705560416114519028952,1.55836733417683981350876365468139
7.10571057105710560727190872043479,1.55747421648407446959083699766779
7.15571557155715561038267225058007,1.55918093561868942309445174032589
7.20572057205720561349343578072535,1.56533596612566894279439111414831
7.25572557255725561660419931087063,1.57694341538471749508687480556546
7.30573057305730561971496284101590,1.59372424343441276839428155653877
7.35573557355735562282572637116118,1.61768593614968292371258939965628
7.40574057405740562593648990130646,1.65747229131244999678074236726388
7.45574557455745562904725343145174,1.70395437245231806677736585697858
7.50575057505750563215801696159701,1.76614722551943703621191161801107
7.55575557555755563526878049174229,1.76567749559900288858216299558990
7.60576057605760563837954402188757,1.76265955612834535060073903878219
7.65576557655765564149030755203285,1.69887532995150158932062822714215
7.70577057705770564460107108217812,1.65049184665930170901049223175505
7.75577557755775564771183461232340,1.54827948102384871376102637441363
7.80578057805780565082259814246868,1.52625756780285604108371444453951
7.85578557855785565393336167261396,1.53332904742912279338895586988656
7.90579057905790565704412520275923,1.54306048028643938430093385250075
7.95579557955795566015488873290451,1.54809889862823091277732601156458
8.00580058005800566413301400103819,1.54296449556575443473604991595494
8.05580558055805567158058622112549,1.56461304955925895043833406816702
8.10581058105810567902815844121278,1.59574422512431013387868006248027
8.15581558155815568647573066130008,1.64083354413368143198681536887307
8.20582058205820569392330288138737,1.69150552658461128530120731738862
8.25582558255825570137087510147467,1.51129163239291552933707407646580
8.30583058305830570881844732156196,1.58201767190280428998505612980807
8.35583558355835571626601954164926,1.50759244254649105165810851758579
8.40584058405840572371359176173655,1.44517300235917289796816476155072
8.45584558455845573116116398182385,1.45402895426696643355057858570945
8.50585058505850573860873620191114,1.48486878248790854506466985185398
8.55585558555855574605630842199844,1.48535193320655767301730065810261
8.60586058605860575350388064208573,1.50449689797777308442050525627565
8.65586558655865576095145286217303,1.54240296836066770325146535469685
8.70587058705870576839902508226032,1.56787265168473610721378008747706
8.75587558755875577584659730234762,1.60396152247951429004046985937748
8.80588058805880578329416952243491,1.60467285455979880026688988436945
8.85588558855885579074174174252221,1.59267923276856038228288525715470
8.90589058905890579818931396260950,1.58146535821850209302397161081899
8.95589558955895580563688618269680,1.57472508289234847111970339028630
9.00590059005900581308445840278409,1.57231747757720818903237613994861
9.05590559055905582053203062287139,1.57155899794500308885858430585358
9.10591059105910582797960284295868,1.56894856178642805311085339781130
9.15591559155915583542717506304598,1.56290124105858430070270514988806
9.20592059205920584287474728313327,1.55494885945980820807221789436880
9.25592559255925585032231950322057,1.54772260700429264979050003603334
9.30593059305930585776989172330786,1.54284425801711666537130440701731
9.35593559355935586521746394339516,1.54091313593026235650995658943430
9.40594059405940587266503616348245,1.54235972513369556935458604129963
9.45594559455945588011260838356975,1.54786191258903915723976751905866
9.50595059505950588756018060365705,1.55804681591745075586175062198890
9.55595559555955589500775282374434,1.57290843399471369501441131433239
9.60596059605960590245532504383164,1.59160129840232245079789663577685
9.65596559655965590990289726391893,1.61253506570888061055768503138097
9.70597059705970591735046948400623,1.63389270553521148698905562923755
9.75597559755975592479804170409352,1.65893656157252911143018536677118
9.80598059805980593224561392418082,1.68745319320364894899455521226628
9.85598559855985593969318614426811,1.69965127495476497898607703973539
9.90599059905990594714075836435541,1.73176145156936289737359402352013
9.95599559955995595458833058444270,1.71417050892836253517259592626942
10.00600060006000596203590280453000,1.74223432357620544586040978174424
10.05600560056005596948347502461729,1.70549428867710028967508151254151
10.10601060106010597693104724470459,1.68530504790970181439035968651297
10.15601560156015598437861946479188,1.68594111742922514451947790803388
10.20602060206020599182619168487918,1.69965896059967458420203456626041
10.25602560256025599927376390496647,1.71487242119785521232699920801679
10.30603060306030600672133612505377,1.71676962925878773269516841537552
10.35603560356035601416890834514106,1.70759581134045368422391675267136
10.40604060406040602161648056522836,1.70594427794634295736386775388382
10.45604560456045602906405278531565,1.71372315765974359003109839250101
10.50605060506050603651162500540295,1.67564034099731706817237864015624
10.55605560556055604395919722549024,1.62929938386449912890441282797838
10.60606060606060605140676944557754,1.62413044072635059933418233413249
10.65606560656065605885434166566483,1.59829654763585815580029247939819
10.70607060706070606630191388575213,1.59249338909330928615304401319008
10.75607560756075607374948610583942,1.59959347675799490318127027421724
10.80608060806080608119705832592672,1.60111502276921835452583309233887
10.85608560856085608864463054601401,1.58170200386280734861088603793178
10.90609060906090609609220276610131,1.55108183232809682117192551231710
10.95609560956095610353977498618860,1.54117743276520524631223452161066
11.00610061006100611098734720627590,1.53690013709864703450591605360387
11.05610561056105611843491942636319,1.53154257270634874821269022504566
11.10611061106110612588249164645049,1.53340532641916160727646456507500
11.15611561156115613333006386653778,1.55072712267810142172663745441241
11.20612061206120614077763608662508,1.59454482190688717757609538239194
11.25612561256125614822520830671237,1.64696015836720044411833896447206
11.30613061306130615567278052679967,1.66464623571761038967053991655121
11.35613561356135616312035274688697,1.69986568599965481851654658385087
11.40614061406140617056792496697426,1.68817011324585508624807062005857
11.45614561456145617801549718706156,1.68777496334801146993243037286447
11.50615061506150618546306940714885,1.66058039115161570897782894462580
11.55615561556155619291064162723615,1.64628168686379061647073740459746
11.60616061606160620035821384732344,1.63424528333693874770915499539115
11.65616561656165620780578606741074,1.62811822853183052473013958660886
11.70617061706170621525335828749803,1.62230094720474271596799553663004
11.75617561756175622270093050758533,1.61594128800455938410607359401183
11.80618061806180623014850272767262,1.60926023396893325134726637770655
11.85618561856185623759607494775992,1.60234451435306013422632531728595
11.90619061906190624504364716784721,1.59512418416262358178414615395013
11.95619561956195625249121938793451,1.58747875023244455761073368194047
12.00620062006200625993879160802180,1.57931312003872870164400410430972
12.05620562056205626738636382810910,1.57059116592619929519969446118921
12.10621062106210627483393604819639,1.56134837054781194787267395440722
12.15621562156215628228150826828369,1.55171625048037409300150102353655
12.20622062206220628972908048837098,1.54198639382237101536077261698665
12.25622562256225629717665270845828,1.53270033102603586705470206652535
12.30623062306230630462422492854557,1.52464917323983528696373923594365
12.35623562356235631207179714863287,1.51857867053800887902070826385170
12.40624062406240631951936936872016,1.51460848387276802995415891928133
12.45624562456245632696694158880746,1.51189302490077914775667977664853
12.50625062506250633441451380889475,1.50896318112171301528690037230263
12.55625562556255634186208602898205,1.50441865637029881241915063583292
12.60626062606260634930965824906934,1.49765072935701293310728487995220
12.65626562656265635675723046915664,1.49011360368038947576962982566329
12.70627062706270636420480268924393,1.48722863495086343732509703841060
12.75627562756275637165237490933123,1.49500677694430161857042094197823
12.80628062806280637909994712941852,1.51030698377524452702402868453646
12.85628562856285638654751934950582,1.52543288129802245833843699074350
12.90629062906290639399509156959311,1.53685227976652027948034628934693
12.95629562956295640144266378968041,1.54806080105756427300889299658593
13.00630063006300640889023600976770,1.56794806418628929201020127948141
13.05630563056305641633780822985500,1.58616518538295259155290750641143
13.10631063106310642378538044994229,1.58705656115826365670784525718773
13.15631563156315643123295267002959,1.57479569788982098899055017682258
13.20632063206320643868052489011689,1.55803852710452672702956533612451
13.25632563256325644612809711020418,1.54101632512187425305683063925244
